#
#  Stripped version of finals.all.orig file
#
#
#           Bull A  Bull A  Bull B  Bull B
#  MJD        dX      dY      dX      dY
#
44775.00    3.418   -3.268  0.000   0.000
44776.00    3.002   -3.254  0.000   0.000
44777.00    2.643   -3.198  0.000   0.000
44778.00    2.482   -3.07   0.000   0.000
44779.00    2.444   -2.886  0.000   0.000
44780.00    2.289   -2.686  0.000   0.000
44781.00    1.816   -2.515  0.000   0.000
44782.00    1.002   -2.437  0.000   0.000
44783.00    0.012   -2.522  0.000   0.000
44784.00    -0.884  -2.761  0.000   0.000
44785.00    -1.453  -2.995  0.000   0.000
44786.00    -1.627  -3.033  0.000   0.000
44787.00    -1.491  -2.871  0.000   0.000
44788.00    -1.212  -2.716  0.000   0.000
44789.00    -1.024  -2.743  0.000   0.000
44790.00    -1.184  -2.885  0.000   0.000
44791.00    -1.778  -2.932  0.000   0.000
44792.00    -2.583  -2.81   0.000   0.000
44793.00    -3.251  -2.653  0.000   0.000
44794.00    -3.671  -2.597  0.000   0.000
44795.00    -4.022  -2.603  0.000   0.000
44796.00    -4.472  -2.541  0.000   0.000
44797.00    -4.978  -2.366  0.000   0.000
44798.00    -5.431  -2.175  0.000   0.000
44799.00    -5.825  -2.097  0.000   0.000
44800.00    -6.181  -2.168  0.000   0.000
44801.00    -6.448  -2.309  0.000   0.000
44802.00    -6.597  -2.393  0.000   0.000
44803.00    -6.749  -2.353  0.000   0.000
44804.00    -7.057  -2.232  0.000   0.000
44805.00    -7.495  -2.129  0.000   0.000
44806.00    -7.868  -2.086  0.000   0.000
44807.00    -8.062  -2.051  0.000   0.000
44808.00    -8.198  -1.963  0.000   0.000
44809.00    -8.523  -1.839  0.000   0.000
44810.00    -9.169  -1.774  0.000   0.000
44811.00    -10.015 -1.854  0.000   0.000
44812.00    -10.769 -2.063  0.000   0.000
44813.00    -11.185 -2.267  0.000   0.000
44814.00    -11.222 -2.316  0.000   0.000
44815.00    -11.029 -2.18   0.000   0.000
44816.00    -10.802 -1.997  0.000   0.000
44817.00    -10.691 -1.93   0.000   0.000
44818.00    -10.809 -1.983  0.000   0.000
44819.00    -11.207 -2.018  0.000   0.000
44820.00    -11.829 -1.944  0.000   0.000
44821.00    -12.498 -1.835  0.000   0.000
44822.00    -13.03  -1.807  0.000   0.000
44823.00    -13.351 -1.847  0.000   0.000
44824.00    -13.52  -1.826  0.000   0.000
44825.00    -13.674 -1.67   0.000   0.000
44826.00    -13.941 -1.459  0.000   0.000
44827.00    -14.349 -1.356  0.000   0.000
44828.00    -14.78  -1.455  0.000   0.000
44829.00    -15.058 -1.692  0.000   0.000
44830.00    -15.112 -1.888  0.000   0.000
44831.00    -15.047 -1.88   0.000   0.000
44832.00    -15.044 -1.668  0.000   0.000
44833.00    -15.192 -1.42   0.000   0.000
44834.00    -15.445 -1.312  0.000   0.000
44835.00    -15.702 -1.367  0.000   0.000
44836.00    -15.925 -1.466  0.000   0.000
44837.00    -16.16  -1.501  0.000   0.000
44838.00    -16.474 -1.473  0.000   0.000
44839.00    -16.855 -1.456  0.000   0.000
44840.00    -17.191 -1.495  0.000   0.000
44841.00    -17.331 -1.561  0.000   0.000
44842.00    -17.205 -1.584  0.000   0.000
44843.00    -16.882 -1.519  0.000   0.000
44844.00    -16.534 -1.399  0.000   0.000
44845.00    -16.316 -1.29   0.000   0.000
44846.00    -16.283 -1.215  0.000   0.000
44847.00    -16.412 -1.135  0.000   0.000
44848.00    -16.67  -1.035  0.000   0.000
44849.00    -17.002 -0.98   0.000   0.000
44850.00    -17.26  -1.033  0.000   0.000
44851.00    -17.259 -1.147  0.000   0.000
44852.00    -16.985 -1.195  0.000   0.000
44853.00    -16.7   -1.121  0.000   0.000
44854.00    -16.698 -1.009  0.000   0.000
44855.00    -16.98  -0.988  0.000   0.000
44856.00    -17.252 -1.106  0.000   0.000
44857.00    -17.272 -1.306  0.000   0.000
44858.00    -17.063 -1.463  0.000   0.000
44859.00    -16.79  -1.446  0.000   0.000
44860.00    -16.55  -1.211  0.000   0.000
44861.00    -16.371 -0.88   0.000   0.000
44862.00    -16.3   -0.683  0.000   0.000
44863.00    -16.378 -0.758  0.000   0.000
44864.00    -16.544 -1.015  0.000   0.000
44865.00    -16.666 -1.233  0.000   0.000
44866.00    -16.666 -1.274  0.000   0.000
44867.00    -16.562 -1.181  0.000   0.000
44868.00    -16.403 -1.081  0.000   0.000
44869.00    -16.184 -1.045  0.000   0.000
44870.00    -15.851 -1.061  0.000   0.000
44871.00    -15.377 -1.086  0.000   0.000
44872.00    -14.834 -1.092  0.000   0.000
44873.00    -14.361 -1.057  0.000   0.000
44874.00    -14.04  -0.956  0.000   0.000
44875.00    -13.835 -0.787  0.000   0.000
44876.00    -13.666 -0.622  0.000   0.000
44877.00    -13.482 -0.587  0.000   0.000
44878.00    -13.205 -0.736  0.000   0.000
44879.00    -12.702 -0.969  0.000   0.000
44880.00    -11.976 -1.126  0.000   0.000
44881.00    -11.306 -1.161  0.000   0.000
44882.00    -11.003 -1.168  0.000   0.000
44883.00    -10.996 -1.23   0.000   0.000
44884.00    -10.879 -1.314  0.000   0.000
44885.00    -10.405 -1.349  0.000   0.000
44886.00    -9.746  -1.327  0.000   0.000
44887.00    -9.179  -1.255  0.000   0.000
44888.00    -8.722  -1.096  0.000   0.000
44889.00    -8.238  -0.85   0.000   0.000
44890.00    -7.731  -0.667  0.000   0.000
44891.00    -7.332  -0.74   0.000   0.000
44892.00    -7.055  -1.057  0.000   0.000
44893.00    -6.75   -1.37   0.000   0.000
44894.00    -6.302  -1.455  0.000   0.000
44895.00    -5.734  -1.343  0.000   0.000
44896.00    -5.134  -1.234  0.000   0.000
44897.00    -4.548  -1.249  0.000   0.000
44898.00    -3.957  -1.347  0.000   0.000
44899.00    -3.296  -1.445  0.000   0.000
44900.00    -2.525  -1.525  0.000   0.000
44901.00    -1.709  -1.585  0.000   0.000
44902.00    -0.98   -1.57   0.000   0.000
44903.00    -0.394  -1.436  0.000   0.000
44904.00    0.13    -1.258  0.000   0.000
44905.00    0.702   -1.208  0.000   0.000
44906.00    1.39    -1.377  0.000   0.000
44907.00    2.224   -1.659  0.000   0.000
44908.00    3.143   -1.868  0.000   0.000
44909.00    3.925   -1.946  0.000   0.000
44910.00    4.339   -1.982  0.000   0.000
44911.00    4.467   -2.035  0.000   0.000
44912.00    4.675   -2.028  0.000   0.000
44913.00    5.169   -1.878  0.000   0.000
44914.00    5.739   -1.652  0.000   0.000
44915.00    6.083   -1.478  0.000   0.000
44916.00    6.200   -1.35   0.000   0.000
44917.00    6.278   -1.16   0.000   0.000
44918.00    6.344   -0.924  0.000   0.000
44919.00    6.262   -0.814  0.000   0.000
44920.00    6.013   -0.901  0.000   0.000
44921.00    5.748   -0.992  0.000   0.000
44922.00    5.557   -0.852  0.000   0.000
44923.00    5.364   -0.511  0.000   0.000
44924.00    5.046   -0.211  0.000   0.000
44925.00    4.531   -0.08   0.000   0.000
44926.00    3.789   0.007   0.000   0.000
44927.00    2.864   0.22    0.000   0.000
44928.00    1.89    0.546   0.000   0.000
44929.00    1.018   0.857   0.000   0.000
44930.00    0.179   1.13    0.000   0.000
44931.00    -0.792  1.452   0.000   0.000
44932.00    -1.873  1.837   0.000   0.000
44933.00    -2.879  2.155   0.000   0.000
44934.00    -3.679  2.291   0.000   0.000
44935.00    -4.285  2.297   0.000   0.000
44936.00    -4.795  2.328   0.000   0.000
44937.00    -5.338  2.46    0.000   0.000
44938.00    -6.041  2.629   0.000   0.000
44939.00    -6.891  2.779   0.000   0.000
44940.00    -7.7    2.968   0.000   0.000
44941.00    -8.322  3.266   0.000   0.000
44942.00    -8.835  3.608   0.000   0.000
44943.00    -9.399  3.858   0.000   0.000
44944.00    -10.018 4.003   0.000   0.000
44945.00    -10.612 4.174   0.000   0.000
44946.00    -11.231 4.43    0.000   0.000
44947.00    -11.999 4.641   0.000   0.000
44948.00    -12.839 4.69    0.000   0.000
44949.00    -13.484 4.686   0.000   0.000
44950.00    -13.767 4.833   0.000   0.000
44951.00    -13.762 5.121   0.000   0.000
44952.00    -13.655 5.314   0.000   0.000
44953.00    -13.612 5.283   0.000   0.000
44954.00    -13.767 5.201   0.000   0.000
44955.00    -14.153 5.309   0.000   0.000
44956.00    -14.622 5.604   0.000   0.000
44957.00    -14.989 5.872   0.000   0.000
44958.00    -15.283 5.981   0.000   0.000
44959.00    -15.681 6.003   0.000   0.000
44960.00    -16.206 6.05    0.000   0.000
44961.00    -16.649 6.108   0.000   0.000
44962.00    -16.839 6.083   0.000   0.000
44963.00    -16.827 5.958   0.000   0.000
44964.00    -16.746 5.823   0.000   0.000
44965.00    -16.654 5.756   0.000   0.000
44966.00    -16.581 5.752   0.000   0.000
44967.00    -16.589 5.769   0.000   0.000
44968.00    -16.706 5.798   0.000   0.000
44969.00    -16.873 5.852   0.000   0.000
44970.00    -17.013 5.904   0.000   0.000
44971.00    -17.095 5.903   0.000   0.000
44972.00    -17.12  5.863   0.000   0.000
44973.00    -17.145 5.867   0.000   0.000
44974.00    -17.319 5.947   0.000   0.000
44975.00    -17.752 6.005   0.000   0.000
44976.00    -18.316 5.936   0.000   0.000
44977.00    -18.684 5.800   0.000   0.000
44978.00    -18.614 5.759   0.000   0.000
44979.00    -18.119 5.834   0.000   0.000
44980.00    -17.38  5.843   0.000   0.000
44981.00    -16.626 5.66    0.000   0.000
44982.00    -16.081 5.423   0.000   0.000
44983.00    -15.882 5.383   0.000   0.000
44984.00    -15.953 5.587   0.000   0.000
44985.00    -16.09  5.816   0.000   0.000
44986.00    -16.205 5.859   0.000   0.000
44987.00    -16.35  5.725   0.000   0.000
44988.00    -16.501 5.56    0.000   0.000
44989.00    -16.468 5.44    0.000   0.000
44990.00    -16.135 5.317   0.000   0.000
44991.00    -15.627 5.127   0.000   0.000
44992.00    -15.135 4.888   0.000   0.000
44993.00    -14.689 4.679   0.000   0.000
44994.00    -14.22  4.568   0.000   0.000
44995.00    -13.76  4.555   0.000   0.000
44996.00    -13.43  4.572   0.000   0.000
44997.00    -13.265 4.534   0.000   0.000
44998.00    -13.161 4.403   0.000   0.000
44999.00    -13.006 4.219   0.000   0.000
45000.00    -12.789 4.062   0.000   0.000
45001.00    -12.59  3.982   0.000   0.000
45002.00    -12.514 3.955   0.000   0.000
45003.00    -12.588 3.892   0.000   0.000
45004.00    -12.694 3.728   0.000   0.000
45005.00    -12.625 3.501   0.000   0.000
45006.00    -12.25  3.322   0.000   0.000
45007.00    -11.6   3.225   0.000   0.000
45008.00    -10.801 3.104   0.000   0.000
45009.00    -9.992  2.85    0.000   0.000
45010.00    -9.307  2.53    0.000   0.000
45011.00    -8.86   2.346   0.000   0.000
45012.00    -8.68   2.391   0.000   0.000
45013.00    -8.688  2.53    0.000   0.000
45014.00    -8.782  2.559   0.000   0.000
45015.00    -8.864  2.423   0.000   0.000
45016.00    -8.799  2.228   0.000   0.000
45017.00    -8.435  2.072   0.000   0.000
45018.00    -7.754  1.943   0.000   0.000
45019.00    -6.945  1.769   0.000   0.000
45020.00    -6.239  1.526   0.000   0.000
45021.00    -5.696  1.275   0.000   0.000
45022.00    -5.22   1.121   0.000   0.000
45023.00    -4.739  1.122   0.000   0.000
45024.00    -4.281  1.212   0.000   0.000
45025.00    -3.909  1.24    0.000   0.000
45026.00    -3.639  1.098   0.000   0.000
45027.00    -3.454  0.826   0.000   0.000
45028.00    -3.341  0.558   0.000   0.000
45029.00    -3.284  0.397   0.000   0.000
45030.00    -3.235  0.332   0.000   0.000
45031.00    -3.108  0.282   0.000   0.000
45032.00    -2.811  0.183   0.000   0.000
45033.00    -2.293  0.031   0.000   0.000
45034.00    -1.605  -0.129  0.000   0.000
45035.00    -0.894  -0.266  0.000   0.000
45036.00    -0.304  -0.412  0.000   0.000
45037.00    0.118   -0.618  0.000   0.000
45038.00    0.433   -0.858  0.000   0.000
45039.00    0.698   -1.018  0.000   0.000
45040.00    0.888   -1.015  0.000   0.000
45041.00    0.922   -0.91   0.000   0.000
45042.00    0.794   -0.848  0.000   0.000
45043.00    0.644   -0.899  0.000   0.000
45044.00    0.68    -1.011  0.000   0.000
45045.00    1.02    -1.114  0.000   0.000
45046.00    1.624   -1.198  0.000   0.000
45047.00    2.346   -1.297  0.000   0.000
45048.00    3.017   -1.425  0.000   0.000
45049.00    3.496   -1.558  0.000   0.000
45050.00    3.743   -1.648  0.000   0.000
45051.00    3.857   -1.636  0.000   0.000
45052.00    4.009   -1.511  0.000   0.000
45053.00    4.25    -1.368  0.000   0.000
45054.00    4.443   -1.361  0.000   0.000
45055.00    4.41    -1.558  0.000   0.000
45056.00    4.147   -1.856  0.000   0.000
45057.00    3.827   -2.077  0.000   0.000
45058.00    3.644   -2.124  0.000   0.000
45059.00    3.68    -2.037  0.000   0.000
45060.00    3.93    -1.926  0.000   0.000
45061.00    4.362   -1.876  0.000   0.000
45062.00    4.912   -1.902  0.000   0.000
45063.00    5.442   -1.976  0.000   0.000
45064.00    5.772   -2.06   0.000   0.000
45065.00    5.807   -2.127  0.000   0.000
45066.00    5.636   -2.146  0.000   0.000
45067.00    5.453   -2.084  0.000   0.000
45068.00    5.351   -1.949  0.000   0.000
45069.00    5.237   -1.814  0.000   0.000
45070.00    5.011   -1.762  0.000   0.000
45071.00    4.74    -1.807  0.000   0.000
45072.00    4.59    -1.895  0.000   0.000
45073.00    4.623   -1.987  0.000   0.000
45074.00    4.795   -2.084  0.000   0.000
45075.00    5.101   -2.166  0.000   0.000
45076.00    5.541   -2.188  0.000   0.000
45077.00    5.936   -2.151  0.000   0.000
45078.00    5.998   -2.129  0.000   0.000
45079.00    5.685   -2.155  0.000   0.000
45080.00    5.308   -2.147  0.000   0.000
45081.00    5.144   -2.031  0.000   0.000
45082.00    5.065   -1.898  0.000   0.000
45083.00    4.745   -1.932  0.000   0.000
45084.00    4.135   -2.176  0.000   0.000
45085.00    3.551   -2.449  0.000   0.000
45086.00    3.295   -2.541  0.000   0.000
45087.00    3.354   -2.423  0.000   0.000
45088.00    3.508   -2.239  0.000   0.000
45089.00    3.61    -2.129  0.000   0.000
45090.00    3.683   -2.123  0.000   0.000
45091.00    3.795   -2.18   0.000   0.000
45092.00    3.901   -2.24   0.000   0.000
45093.00    3.845   -2.244  0.000   0.000
45094.00    3.538   -2.138  0.000   0.000
45095.00    3.079   -1.92   0.000   0.000
45096.00    2.657   -1.688  0.000   0.000
45097.00    2.348   -1.583  0.000   0.000
45098.00    2.102   -1.664  0.000   0.000
45099.00    1.894   -1.848  0.000   0.000
45100.00    1.747   -2.008  0.000   0.000
45101.00    1.624   -2.115  0.000   0.000
45102.00    1.471   -2.224  0.000   0.000
45103.00    1.397   -2.327  0.000   0.000
45104.00    1.589   -2.32   0.000   0.000
45105.00    1.948   -2.17   0.000   0.000
45106.00    2.051   -2.026  0.000   0.000
45107.00    1.647   -2.047  0.000   0.000
45108.00    1.008   -2.166  0.000   0.000
45109.00    0.566   -2.165  0.000   0.000
45110.00    0.336   -1.992  0.000   0.000
45111.00    -0.016  -1.857  0.000   0.000
45112.00    -0.591  -1.947  0.000   0.000
45113.00    -1.049  -2.173  0.000   0.000
45114.00    -1.033  -2.294  0.000   0.000
45115.00    -0.595  -2.234  0.000   0.000
45116.00    -0.118  -2.129  0.000   0.000
45117.00    0.08    -2.104  0.000   0.000
45118.00    -0.009  -2.13   0.000   0.000
45119.00    -0.151  -2.127  0.000   0.000
45120.00    -0.128  -2.086  0.000   0.000
45121.00    0.03    -2.033  0.000   0.000
45122.00    0.08    -1.932  0.000   0.000
45123.00    -0.132  -1.739  0.000   0.000
45124.00    -0.484  -1.527  0.000   0.000
45125.00    -0.716  -1.464  0.000   0.000
45126.00    -0.705  -1.624  0.000   0.000
45127.00    -0.509  -1.877  0.000   0.000
45128.00    -0.251  -2.03   0.000   0.000
45129.00    -0.066  -2.039  0.000   0.000
45130.00    -0.03   -2.022  0.000   0.000
45131.00    -0.037  -2.051  0.000   0.000
45132.00    0.165   -2.031  0.000   0.000
45133.00    0.637   -1.869  0.000   0.000
45134.00    1.066   -1.662  0.000   0.000
45135.00    1.111   -1.606  0.000   0.000
45136.00    0.844   -1.717  0.000   0.000
45137.00    0.631   -1.788  0.000   0.000
45138.00    0.622   -1.683  0.000   0.000
45139.00    0.644   -1.526  0.000   0.000
45140.00    0.59    -1.512  0.000   0.000
45141.00    0.653   -1.599  0.000   0.000
45142.00    1.058   -1.57   0.000   0.000
45143.00    1.797   -1.4    0.000   0.000
45144.00    2.571   -1.255  0.000   0.000
45145.00    3.028   -1.219  0.000   0.000
45146.00    3.035   -1.165  0.000   0.000
45147.00    2.772   -0.945  0.000   0.000
45148.00    2.601   -0.617  0.000   0.000
45149.00    2.729   -0.363  0.000   0.000
45150.00    2.979   -0.237  0.000   0.000
45151.00    3.013   -0.13   0.000   0.000
45152.00    2.769   0.029   0.000   0.000
45153.00    2.524   0.152   0.000   0.000
45154.00    2.531   0.134   0.000   0.000
45155.00    2.763   0.036   0.000   0.000
45156.00    3.038   0.032   0.000   0.000
45157.00    3.216   0.196   0.000   0.000
45158.00    3.242   0.421   0.000   0.000
45159.00    3.147   0.577   0.000   0.000
45160.00    3.069   0.674   0.000   0.000
45161.00    3.146   0.81    0.000   0.000
45162.00    3.308   1.000   0.000   0.000
45163.00    3.322   1.143   0.000   0.000
45164.00    3.066   1.174   0.000   0.000
45165.00    2.652   1.165   0.000   0.000
45166.00    2.252   1.201   0.000   0.000
45167.00    1.939   1.243   0.000   0.000
45168.00    1.762   1.202   0.000   0.000
45169.00    1.809   1.124   0.000   0.000
45170.00    2.115   1.14    0.000   0.000
45171.00    2.576   1.251   0.000   0.000
45172.00    3.015   1.289   0.000   0.000
45173.00    3.258   1.167   0.000   0.000
45174.00    3.166   1.055   0.000   0.000
45175.00    2.752   1.168   0.000   0.000
45176.00    2.278   1.463   0.000   0.000
45177.00    2.06    1.665   0.000   0.000
45178.00    2.12    1.61    0.000   0.000
45179.00    2.177   1.421   0.000   0.000
45180.00    2.038   1.305   0.000   0.000
45181.00    1.831   1.304   0.000   0.000
45182.00    1.765   1.300   0.000   0.000
45183.00    1.839   1.224   0.000   0.000
45184.00    1.923   1.147   0.000   0.000
45185.00    1.976   1.174   0.000   0.000
45186.00    2.028   1.306   0.000   0.000
45187.00    2.047   1.448   0.000   0.000
45188.00    1.981   1.514   0.000   0.000
45189.00    1.883   1.505   0.000   0.000
45190.00    1.849   1.474   0.000   0.000
45191.00    1.848   1.461   0.000   0.000
45192.00    1.724   1.462   0.000   0.000
45193.00    1.381   1.448   0.000   0.000
45194.00    0.904   1.384   0.000   0.000
45195.00    0.507   1.249   0.000   0.000
45196.00    0.384   1.071   0.000   0.000
45197.00    0.57    0.959   0.000   0.000
45198.00    0.904   1.019   0.000   0.000
45199.00    1.17    1.205   0.000   0.000
45200.00    1.277   1.32    0.000   0.000
45201.00    1.264   1.234   0.000   0.000
45202.00    1.135   1.063   0.000   0.000
45203.00    0.83    1.033   0.000   0.000
45204.00    0.396   1.178   0.000   0.000
45205.00    0.036   1.281   0.000   0.000
45206.00    -0.097  1.151   0.000   0.000
45207.00    -0.065  0.861   0.000   0.000
45208.00    -0.017  0.643   0.000   0.000
45209.00    0.000   0.609   0.000   0.000
45210.00    0.012   0.649   0.000   0.000
45211.00    -0.004  0.607   0.000   0.000
45212.00    -0.075  0.462   0.000   0.000
45213.00    -0.127  0.337   0.000   0.000
45214.00    -0.065  0.355   0.000   0.000
45215.00    0.056   0.51    0.000   0.000
45216.00    0.077   0.668   0.000   0.000
45217.00    -0.056  0.683   0.000   0.000
45218.00    -0.235  0.538   0.000   0.000
45219.00    -0.366  0.35    0.000   0.000
45220.00    -0.506  0.246   0.000   0.000
45221.00    -0.771  0.237   0.000   0.000
45222.00    -1.15   0.232   0.000   0.000
45223.00    -1.461  0.159   0.000   0.000
45224.00    -1.508  0.046   0.000   0.000
45225.00    -1.266  -0.001  0.000   0.000
45226.00    -0.933  0.100   0.000   0.000
45227.00    -0.758  0.311   0.000   0.000
45228.00    -0.827  0.484   0.000   0.000
45229.00    -1.028  0.493   0.000   0.000
45230.00    -1.222  0.368   0.000   0.000
45231.00    -1.398  0.256   0.000   0.000
45232.00    -1.624  0.231   0.000   0.000
45233.00    -1.892  0.198   0.000   0.000
45234.00    -2.087  0.037   0.000   0.000
45235.00    -2.092  -0.209  0.000   0.000
45236.00    -1.916  -0.369  0.000   0.000
45237.00    -1.687  -0.357  0.000   0.000
45238.00    -1.556  -0.277  0.000   0.000
45239.00    -1.582  -0.292  0.000   0.000
45240.00    -1.693  -0.439  0.000   0.000
45241.00    -1.764  -0.591  0.000   0.000
45242.00    -1.75   -0.588  0.000   0.000
45243.00    -1.725  -0.385  0.000   0.000
45244.00    -1.793  -0.107  0.000   0.000
45245.00    -1.973  0.036   0.000   0.000
45246.00    -2.195  -0.075  0.000   0.000
45247.00    -2.395  -0.355  0.000   0.000
45248.00    -2.569  -0.591  0.000   0.000
45249.00    -2.756  -0.641  0.000   0.000
45250.00    -2.958  -0.535  0.000   0.000
45251.00    -3.107  -0.404  0.000   0.000
45252.00    -3.109  -0.327  0.000   0.000
45253.00    -2.946  -0.287  0.000   0.000
45254.00    -2.724  -0.228  0.000   0.000
45255.00    -2.612  -0.132  0.000   0.000
45256.00    -2.717  -0.039  0.000   0.000
45257.00    -2.995  0.004   0.000   0.000
45258.00    -3.294  -0.01   0.000   0.000
45259.00    -3.496  -0.038  0.000   0.000
45260.00    -3.609  -0.063  0.000   0.000
45261.00    -3.72   -0.132  0.000   0.000
45262.00    -3.832  -0.279  0.000   0.000
45263.00    -3.83   -0.435  0.000   0.000
45264.00    -3.641  -0.47   0.000   0.000
45265.00    -3.387  -0.352  0.000   0.000
45266.00    -3.281  -0.199  0.000   0.000
45267.00    -3.367  -0.142  0.000   0.000
45268.00    -3.488  -0.18   0.000   0.000
45269.00    -3.532  -0.197  0.000   0.000
45270.00    -3.589  -0.089  0.000   0.000
45271.00    -3.792  0.167   0.000   0.000
45272.00    -4.107  0.51    0.000   0.000
45273.00    -4.388  0.81    0.000   0.000
45274.00    -4.575  0.915   0.000   0.000
45275.00    -4.717  0.79    0.000   0.000
45276.00    -4.839  0.589   0.000   0.000
45277.00    -4.908  0.543   0.000   0.000
45278.00    -4.922  0.748   0.000   0.000
45279.00    -4.938  1.082   0.000   0.000
45280.00    -4.983  1.351   0.000   0.000
45281.00    -5.018  1.471   0.000   0.000
45282.00    -5.008  1.494   0.000   0.000
45283.00    -4.993  1.506   0.000   0.000
45284.00    -5.075  1.546   0.000   0.000
45285.00    -5.314  1.621   0.000   0.000
45286.00    -5.654  1.74    0.000   0.000
45287.00    -5.943  1.898   0.000   0.000
45288.00    -6.068  2.039   0.000   0.000
45289.00    -6.049  2.077   0.000   0.000
45290.00    -5.965  1.994   0.000   0.000
45291.00    -5.818  1.901   0.000   0.000
45292.00    -5.576  1.941   0.000   0.000
45293.00    -5.332  2.13    0.000   0.000
45294.00    -5.247  2.332   0.000   0.000
45295.00    -5.301  2.436   0.000   0.000
45296.00    -5.281  2.475   0.000   0.000
45297.00    -5.094  2.547   0.000   0.000
45298.00    -4.936  2.672   0.000   0.000
45299.00    -5.003  2.816   0.000   0.000
45300.00    -5.185  3.002   0.000   0.000
45301.00    -5.231  3.272   0.000   0.000
45302.00    -5.108  3.537   0.000   0.000
45303.00    -4.961  3.616   0.000   0.000
45304.00    -4.801  3.471   0.000   0.000
45305.00    -4.454  3.306   0.000   0.000
45306.00    -3.859  3.343   0.000   0.000
45307.00    -3.2    3.557   0.000   0.000
45308.00    -2.684  3.729   0.000   0.000
45309.00    -2.326  3.721   0.000   0.000
45310.00    -2.005  3.607   0.000   0.000
45311.00    -1.641  3.517   0.000   0.000
45312.00    -1.257  3.475   0.000   0.000
45313.00    -0.929  3.433   0.000   0.000
45314.00    -0.697  3.388   0.000   0.000
45315.00    -0.486  3.378   0.000   0.000
45316.00    -0.134  3.37    0.000   0.000
45317.00    0.468   3.255   0.000   0.000
45318.00    1.276   2.983   0.000   0.000
45319.00    2.18    2.663   0.000   0.000
45320.00    3.089   2.463   0.000   0.000
45321.00    3.871   2.424   0.000   0.000
45322.00    4.429   2.414   0.000   0.000
45323.00    4.819   2.32    0.000   0.000
45324.00    5.242   2.183   0.000   0.000
45325.00    5.787   2.088   0.000   0.000
45326.00    6.278   2.012   0.000   0.000
45327.00    6.528   1.88    0.000   0.000
45328.00    6.624   1.758   0.000   0.000
45329.00    6.753   1.819   0.000   0.000
45330.00    6.848   2.07    0.000   0.000
45331.00    6.705   2.253   0.000   0.000
45332.00    6.417   2.141   0.000   0.000
45333.00    6.398   1.833   0.000   0.000
45334.00    6.899   1.624   0.000   0.000
45335.00    7.695   1.63    0.000   0.000
45336.00    8.358   1.688   0.000   0.000
45337.00    8.666   1.656   0.000   0.000
45338.00    8.662   1.614   0.000   0.000
45339.00    8.483   1.702   0.000   0.000
45340.00    8.244   1.872   0.000   0.000
45341.00    7.987   1.95    0.000   0.000
45342.00    7.667   1.869   0.000   0.000
45343.00    7.247   1.739   0.000   0.000
45344.00    6.84    1.654   0.000   0.000
45345.00    6.649   1.567   0.000   0.000
45346.00    6.733   1.401   0.000   0.000
45347.00    6.936   1.211   0.000   0.000
45348.00    7.065   1.14    0.000   0.000
45349.00    7.029   1.229   0.000   0.000
45350.00    6.829   1.357   0.000   0.000
45351.00    6.521   1.397   0.000   0.000
45352.00    6.219   1.362   0.000   0.000
45353.00    6.003   1.332   0.000   0.000
45354.00    5.817   1.307   0.000   0.000
45355.00    5.568   1.223   0.000   0.000
45356.00    5.29    1.128   0.000   0.000
45357.00    5.029   1.193   0.000   0.000
45358.00    4.633   1.467   0.000   0.000
45359.00    3.886   1.732   0.000   0.000
45360.00    2.925   1.715   0.000   0.000
45361.00    2.273   1.438   0.000   0.000
45362.00    2.332   1.183   0.000   0.000
45363.00    2.972   1.139   0.000   0.000
45364.00    3.714   1.214   0.000   0.000
45365.00    4.169   1.269   0.000   0.000
45366.00    4.222   1.363   0.000   0.000
45367.00    3.959   1.628   0.000   0.000
45368.00    3.572   1.993   0.000   0.000
45369.00    3.24    2.200   0.000   0.000
45370.00    2.983   2.117   0.000   0.000
45371.00    2.712   1.881   0.000   0.000
45372.00    2.474   1.704   0.000   0.000
45373.00    2.501   1.638   0.000   0.000
45374.00    2.928   1.601   0.000   0.000
45375.00    3.581   1.571   0.000   0.000
45376.00    4.159   1.624   0.000   0.000
45377.00    4.536   1.808   0.000   0.000
45378.00    4.766   2.038   0.000   0.000
45379.00    4.919   2.186   0.000   0.000
45380.00    5.026   2.203   0.000   0.000
45381.00    5.132   2.14    0.000   0.000
45382.00    5.281   2.053   0.000   0.000
45383.00    5.469   1.959   0.000   0.000
45384.00    5.676   1.888   0.000   0.000
45385.00    5.865   1.908   0.000   0.000
45386.00    5.933   2.024   0.000   0.000
45387.00    5.77    2.106   0.000   0.000
45388.00    5.459   1.996   0.000   0.000
45389.00    5.311   1.711   0.000   0.000
45390.00    5.58    1.453   0.000   0.000
45391.00    6.197   1.363   0.000   0.000
45392.00    6.862   1.369   0.000   0.000
45393.00    7.307   1.338   0.000   0.000
45394.00    7.414   1.296   0.000   0.000
45395.00    7.194   1.378   0.000   0.000
45396.00    6.767   1.568   0.000   0.000
45397.00    6.298   1.65    0.000   0.000
45398.00    5.851   1.462   0.000   0.000
45399.00    5.385   1.098   0.000   0.000
45400.00    4.949   0.789   0.000   0.000
45401.00    4.763   0.637   0.000   0.000
45402.00    4.963   0.572   0.000   0.000
45403.00    5.363   0.51    0.000   0.000
45404.00    5.604   0.472   0.000   0.000
45405.00    5.52    0.516   0.000   0.000
45406.00    5.211   0.628   0.000   0.000
