#
#  Stripped version of finals.all.orig file
#
#
#            Bull A      Bull A      Bull B     Bull B
#  MJD         dX          dY          dX         dY
#
50188.00     -0.204     -0.034      -0.014      -0.162
50189.00     -0.233     -0.054      -0.017      -0.203
50190.00     -0.269     -0.097      -0.020      -0.153
50191.00     -0.315     -0.187      -0.092      -0.012
50192.00     -0.361     -0.298      -0.217       0.046
50193.00     -0.398     -0.395      -0.281      -0.164
50194.00     -0.425     -0.457      -0.276      -0.267
50195.00     -0.433     -0.471      -0.243      -0.417
50196.00     -0.404     -0.413      -0.102      -0.332
50197.00     -0.318     -0.262       0.030      -0.163
50198.00     -0.193     -0.074       0.072       0.076
50199.00     -0.111      0.031       0.092       0.215
50200.00     -0.094      0.098       0.094       0.294
50201.00     -0.119      0.150       0.083       0.297
50202.00     -0.170      0.160       0.113       0.442
50203.00     -0.228      0.122       0.072       0.341
50204.00     -0.279      0.063       0.017       0.107
50205.00     -0.301      0.004      -0.140      -0.207
50206.00     -0.226      0.013      -0.346      -0.513
50207.00     -0.065      0.095      -0.521      -0.467
50208.00      0.107      0.195      -0.561      -0.250
50209.00      0.211      0.250      -0.544      -0.108
50210.00      0.171      0.191      -0.464      -0.020
50211.00     -0.034      0.011      -0.271      -0.229
50212.00     -0.221     -0.121      -0.064      -0.238
50213.00     -0.326     -0.156       0.094      -0.121
50214.00     -0.372     -0.146       0.075      -0.009
50215.00     -0.375     -0.125       0.026       0.094
50216.00     -0.346     -0.086      -0.068       0.146
50217.00     -0.301     -0.014      -0.123       0.188
50218.00     -0.262      0.072      -0.076       0.080
50219.00     -0.239      0.143       0.010       0.131
50220.00     -0.219      0.191      -0.022       0.196
50221.00     -0.194      0.224      -0.040       0.029
50222.00     -0.175      0.227      -0.029      -0.074
50223.00     -0.165      0.185       0.036      -0.073
50224.00     -0.151      0.097       0.111      -0.017
50225.00     -0.122     -0.023       0.233       0.097
50226.00     -0.105     -0.104       0.293       0.314
50227.00     -0.107     -0.129       0.304       0.362
50228.00     -0.117     -0.100       0.229       0.525
50229.00     -0.125     -0.036       0.056       0.468
50230.00     -0.142      0.024      -0.037       0.450
50231.00     -0.172      0.050      -0.030       0.434
50232.00     -0.208      0.055       0.039       0.212
50233.00     -0.239      0.052       0.074      -0.040
50234.00     -0.255      0.054      -0.012      -0.355
50235.00     -0.257      0.072      -0.074      -0.317
50236.00     -0.249      0.097      -0.117      -0.034
50237.00     -0.231      0.096      -0.053       0.322
50238.00     -0.204      0.032       0.067       0.291
50239.00     -0.177     -0.092       0.098       0.100
50240.00     -0.158     -0.181       0.251      -0.105
50241.00     -0.148     -0.202       0.342      -0.138
50242.00     -0.146     -0.191       0.349       0.002
50243.00     -0.147     -0.174       0.229       0.118
50244.00     -0.145     -0.145       0.008       0.132
50245.00     -0.138     -0.087      -0.141       0.200
50246.00     -0.124      0.037      -0.186       0.001
50247.00     -0.092      0.333      -0.111      -0.241
50248.00     -0.049      0.581      -0.044      -0.365
50249.00     -0.003      0.622      -0.010      -0.422
50250.00      0.035      0.512       0.068      -0.436
50251.00      0.050      0.319       0.024      -0.280
50252.00      0.044      0.116       0.063      -0.288
50253.00      0.021     -0.034       0.114      -0.109
50254.00     -0.029     -0.089       0.197       0.115
50255.00     -0.117     -0.019       0.251       0.266
50256.00     -0.220      0.158       0.180       0.271
50257.00     -0.319      0.310      -0.024       0.313
50258.00     -0.400      0.374      -0.219       0.251
50259.00     -0.429      0.291      -0.181       0.123
50260.00     -0.370      0.071      -0.026       0.065
50261.00     -0.286     -0.062       0.056      -0.107
50262.00     -0.219     -0.072       0.017      -0.323
50263.00     -0.184     -0.034      -0.142      -0.378
50264.00     -0.195      0.025      -0.273       0.000
50265.00     -0.239      0.089      -0.291       0.303
50266.00     -0.284      0.133      -0.285       0.377
50267.00     -0.304      0.159      -0.222       0.241
50268.00     -0.303      0.177      -0.139       0.026
50269.00     -0.301      0.187      -0.019      -0.031
50270.00     -0.307      0.172       0.060       0.116
50271.00     -0.317      0.136       0.206      -0.003
50272.00     -0.326      0.098       0.173       0.025
50273.00     -0.332      0.074       0.076      -0.000
50274.00     -0.336      0.080      -0.051       0.139
50275.00     -0.352      0.143      -0.058      -0.030
50276.00     -0.368      0.224       0.076      -0.063
50277.00     -0.351      0.258       0.231       0.046
50278.00     -0.296      0.235       0.240       0.216
50279.00     -0.223      0.192       0.188       0.347
50280.00     -0.146      0.163       0.111       0.353
50281.00     -0.068      0.160       0.053       0.196
50282.00     -0.025      0.189       0.126       0.323
50283.00     -0.029      0.219       0.196       0.391
50284.00     -0.057      0.239       0.161       0.503
50285.00     -0.087      0.262       0.020       0.446
50286.00     -0.118      0.268      -0.125       0.416
50287.00     -0.150      0.207      -0.156       0.188
50288.00     -0.171      0.070      -0.006      -0.020
50289.00     -0.189     -0.010       0.174      -0.169
50290.00     -0.202     -0.025       0.221      -0.464
50291.00     -0.206     -0.043       0.204      -0.591
50292.00     -0.214     -0.054       0.067      -0.479
50293.00     -0.238     -0.055       0.007      -0.261
50294.00     -0.263     -0.057      -0.007      -0.117
50295.00     -0.264     -0.058      -0.059      -0.103
50296.00     -0.236     -0.031      -0.146      -0.106
50297.00     -0.203      0.012      -0.244       0.240
50298.00     -0.185      0.049      -0.267       0.280
50299.00     -0.186      0.081      -0.156       0.310
50300.00     -0.209      0.114      -0.002       0.242
50301.00     -0.249      0.125      -0.012       0.222
50302.00     -0.304      0.090      -0.133       0.418
50303.00     -0.386      0.026      -0.228       0.380
50304.00     -0.451      0.007      -0.222       0.238
50305.00     -0.462      0.041      -0.133       0.245
50306.00     -0.417      0.086      -0.129       0.158
50307.00     -0.339      0.132      -0.190       0.230
50308.00     -0.254      0.171      -0.201       0.094
50309.00     -0.171      0.178      -0.043      -0.012
50310.00     -0.100      0.161       0.187       0.058
50311.00     -0.056      0.129       0.341       0.197
50312.00     -0.043      0.094       0.401       0.342
50313.00     -0.054      0.073       0.398       0.455
50314.00     -0.077      0.067       0.312       0.475
50315.00     -0.111      0.064       0.191       0.346
50316.00     -0.151      0.056       0.180       0.129
50317.00     -0.191      0.038       0.319       0.033
50318.00     -0.227      0.008       0.417      -0.150
50319.00     -0.256     -0.022       0.380      -0.184
50320.00     -0.270     -0.034       0.291      -0.171
50321.00     -0.263     -0.024       0.185      -0.022
50322.00     -0.228     -0.020       0.132      -0.149
50323.00     -0.164     -0.026       0.081      -0.171
50324.00     -0.112      0.007      -0.040      -0.072
50325.00     -0.077      0.059      -0.186       0.207
50326.00     -0.046      0.095      -0.242       0.465
50327.00     -0.025      0.132      -0.114       0.521
50328.00     -0.018      0.180       0.073       0.364
50329.00     -0.016      0.213       0.186       0.136
50330.00     -0.007      0.191       0.138       0.245
50331.00     -0.025      0.114       0.135       0.284
50332.00     -0.070     -0.015       0.092       0.292
50333.00     -0.084     -0.025       0.099       0.301
50334.00     -0.058      0.028       0.110       0.130
50335.00     -0.024      0.044       0.034       0.197
50336.00     -0.007      0.039      -0.032       0.095
50337.00     -0.011      0.019      -0.092       0.039
50338.00     -0.012     -0.016      -0.078       0.090
50339.00      0.002     -0.022      -0.089       0.108
50340.00      0.017      0.018      -0.087       0.196
50341.00      0.024      0.067      -0.049       0.210
50342.00      0.025      0.089      -0.011       0.217
50343.00      0.016      0.060      -0.061       0.214
50344.00     -0.010     -0.022      -0.026       0.010
50345.00     -0.049     -0.074       0.145      -0.086
50346.00     -0.082     -0.043       0.285      -0.052
50347.00     -0.113      0.079       0.452      -0.065
50348.00     -0.148      0.190       0.453       0.142
50349.00     -0.173      0.215       0.432       0.155
50350.00     -0.169      0.138       0.310       0.082
50351.00     -0.133     -0.001       0.203       0.005
50352.00     -0.102     -0.040       0.019      -0.065
50353.00     -0.080      0.039      -0.224       0.175
50354.00     -0.056      0.171      -0.379       0.482
50355.00     -0.032      0.314      -0.358       0.533
50356.00     -0.020      0.431      -0.215       0.497
50357.00     -0.019      0.450      -0.023       0.263
50358.00     -0.019      0.313       0.096       0.136
50359.00     -0.020      0.165       0.168       0.242
50360.00      0.005      0.110       0.146       0.339
50361.00      0.032      0.057       0.178       0.264
50362.00      0.015     -0.016       0.180       0.154
50363.00     -0.048     -0.065       0.130       0.038
50364.00     -0.131     -0.059       0.098       0.072
50365.00     -0.201      0.017       0.034       0.073
50366.00     -0.232      0.122      -0.027       0.119
50367.00     -0.226      0.216      -0.108       0.094
50368.00     -0.202      0.269      -0.102       0.137
50369.00     -0.166      0.278      -0.071       0.142
50370.00     -0.116      0.247      -0.009       0.188
50371.00     -0.063      0.209       0.034       0.365
50372.00     -0.025      0.195       0.108       0.474
50373.00     -0.034      0.142       0.200       0.418
50374.00     -0.079      0.072       0.318       0.288
50375.00     -0.111      0.048       0.439       0.149
50376.00     -0.120      0.126       0.495       0.239
50377.00     -0.121      0.265       0.491       0.203
50378.00     -0.110      0.337       0.371       0.154
50379.00     -0.082      0.272       0.225       0.212
50380.00     -0.058      0.199       0.148       0.223
50381.00     -0.045      0.169       0.041       0.407
50382.00     -0.036      0.155      -0.036       0.618
50383.00     -0.029      0.147      -0.114       0.782
50384.00     -0.019      0.151      -0.060       0.679
50385.00     -0.007      0.162       0.036       0.376
50386.00      0.009      0.146       0.144       0.156
50387.00      0.032      0.091       0.196       0.138
50388.00      0.058      0.029       0.233       0.275
50389.00      0.082     -0.009       0.213       0.404
50390.00      0.093     -0.011       0.185       0.304
50391.00      0.083      0.047       0.186       0.173
50392.00      0.047      0.169       0.212       0.188
50393.00     -0.008      0.201       0.193       0.100
50394.00     -0.052      0.146       0.175      -0.031
50395.00     -0.051      0.081       0.146      -0.181
50396.00     -0.050      0.099       0.115      -0.436
50397.00     -0.074      0.185       0.089      -0.645
50398.00     -0.096      0.250       0.132      -0.727
50399.00     -0.087      0.222       0.147      -0.549
50400.00     -0.035      0.077       0.179      -0.179
50401.00      0.018      0.012       0.224      -0.050
50402.00      0.073      0.049       0.352      -0.053
50403.00      0.121      0.116       0.441      -0.184
50404.00      0.142      0.174       0.487      -0.079
50405.00      0.131      0.212       0.440      -0.077
50406.00      0.090      0.206       0.294       0.065
50407.00      0.031      0.133       0.137       0.187
50408.00     -0.023      0.009       0.033       0.316
50409.00     -0.110     -0.121       0.030       0.417
50410.00     -0.284     -0.417       0.070       0.591
50411.00     -0.505     -0.872       0.126       0.549
50412.00     -0.658     -1.204       0.195       0.503
50413.00     -0.627     -1.128       0.292       0.358
50414.00     -0.356     -0.503       0.419       0.121
50415.00     -0.090      0.076       0.589       0.001
50416.00      0.065      0.360       0.679      -0.089
50417.00      0.139      0.431       0.661      -0.039
50418.00      0.151      0.343       0.669      -0.057
50419.00      0.125      0.151       0.615      -0.185
50420.00      0.089     -0.064       0.553      -0.274
50421.00      0.061     -0.199       0.456      -0.350
50422.00     -0.020     -0.101       0.302      -0.408
50423.00     -0.135      0.134       0.238      -0.425
50424.00     -0.196      0.301       0.154      -0.558
50425.00     -0.173      0.341       0.110      -0.727
50426.00     -0.099      0.292       0.085      -0.833
50427.00     -0.020      0.197       0.079      -0.554
50428.00      0.033      0.094       0.133      -0.117
50429.00      0.061      0.029       0.255       0.077
50430.00      0.071     -0.003       0.356       0.045
50431.00      0.062     -0.010       0.466      -0.206
50432.00      0.041      0.014       0.498      -0.317
50433.00      0.019      0.066       0.476      -0.344
50434.00     -0.004      0.120       0.353      -0.220
50435.00     -0.029      0.156       0.182      -0.037
50436.00     -0.055      0.163       0.028       0.167
50437.00     -0.069      0.142      -0.092       0.279
50438.00     -0.074      0.090      -0.164       0.463
50439.00     -0.077      0.017      -0.202       0.371
50440.00     -0.080     -0.049      -0.188       0.293
50441.00     -0.074     -0.089      -0.156       0.078
50442.00     -0.064     -0.114      -0.050      -0.010
50443.00     -0.060     -0.142       0.126      -0.135
50444.00     -0.059     -0.162       0.285      -0.095
50445.00     -0.054     -0.151       0.333       0.087
50446.00     -0.044     -0.114       0.350       0.074
50447.00     -0.032     -0.075       0.313       0.016
50448.00     -0.008     -0.042       0.234       0.002
50449.00      0.031     -0.007       0.023      -0.023
50450.00      0.069      0.022      -0.058       0.099
50451.00      0.106      0.032      -0.073       0.147
50452.00      0.154      0.028       0.002       0.012
50453.00      0.217      0.026       0.086      -0.166
50454.00      0.277      0.027       0.110      -0.364
50455.00      0.311      0.022       0.162      -0.359
50456.00      0.310      0.015       0.312      -0.015
50457.00      0.269     -0.009       0.441       0.213
50458.00      0.211     -0.041       0.519       0.354
50459.00      0.149     -0.065       0.538       0.141
50460.00      0.082     -0.062       0.420      -0.158
50461.00      0.025     -0.038       0.298      -0.072
50462.00     -0.007     -0.015       0.125      -0.144
50463.00     -0.010      0.003       0.041      -0.054
50464.00      0.002      0.030      -0.054       0.102
50465.00      0.021      0.054      -0.200       0.221
50466.00      0.052      0.052      -0.255       0.412
50467.00      0.092      0.023      -0.263       0.275
50468.00      0.124     -0.013      -0.147       0.118
50469.00      0.139     -0.042      -0.042       0.045
50470.00      0.133     -0.072       0.177      -0.067
50471.00      0.097     -0.115       0.356      -0.035
50472.00      0.061     -0.158       0.526      -0.104
50473.00      0.045     -0.182       0.641      -0.065
50474.00      0.040     -0.182       0.640      -0.075
50475.00      0.033     -0.170       0.572      -0.045
50476.00      0.025     -0.158       0.424      -0.044
50477.00      0.016     -0.150       0.236      -0.095
50478.00      0.000     -0.157       0.025      -0.135
50479.00     -0.014     -0.177      -0.081      -0.013
50480.00     -0.010     -0.185      -0.107      -0.010
50481.00      0.008     -0.170      -0.149      -0.079
50482.00      0.018     -0.155      -0.228      -0.318
50483.00      0.021     -0.156      -0.247      -0.396
50484.00      0.030     -0.132      -0.065      -0.209
50485.00      0.043     -0.000       0.200       0.134
50486.00      0.037      0.144       0.351       0.438
50487.00      0.004      0.161       0.347       0.309
50488.00     -0.036      0.085       0.195       0.240
50489.00     -0.061     -0.020       0.063       0.192
50490.00     -0.045     -0.118      -0.005       0.110
50491.00      0.022     -0.157      -0.029       0.014
50492.00      0.102     -0.087      -0.024      -0.025
50493.00      0.143      0.025      -0.101      -0.010
50494.00      0.131      0.072      -0.265       0.191
50495.00      0.089      0.052      -0.354       0.310
50496.00      0.032      0.003      -0.285       0.181
50497.00     -0.027     -0.046      -0.131       0.086
50498.00     -0.064     -0.063      -0.004       0.014
50499.00     -0.062     -0.025       0.067       0.054
50500.00     -0.035      0.031       0.135      -0.051
50501.00     -0.001      0.045       0.189      -0.182
50502.00      0.033      0.006       0.227      -0.149
50503.00      0.054     -0.065       0.205      -0.115
50504.00      0.058     -0.142       0.162      -0.153
50505.00      0.057     -0.215       0.101      -0.147
50506.00      0.057     -0.288       0.041      -0.181
50507.00      0.065     -0.354       0.115      -0.178
50508.00      0.090     -0.385       0.152      -0.245
50509.00      0.117     -0.367       0.211      -0.303
50510.00      0.113     -0.341       0.105      -0.327
50511.00      0.076     -0.346       0.116      -0.493
50512.00      0.039     -0.357       0.219      -0.400
50513.00      0.021     -0.324       0.428      -0.135
50514.00      0.001     -0.250       0.548       0.205
50515.00     -0.035     -0.180       0.525       0.300
50516.00     -0.079     -0.136       0.328       0.264
50517.00     -0.114     -0.109       0.084       0.225
50518.00     -0.135     -0.101       0.014       0.214
50519.00     -0.143     -0.109       0.026       0.006
50520.00     -0.138     -0.125       0.030      -0.244
50521.00     -0.119     -0.142      -0.103      -0.461
50522.00     -0.086     -0.160      -0.263      -0.399
50523.00     -0.045     -0.174      -0.338      -0.293
50524.00     -0.014     -0.173      -0.223      -0.188
50525.00     -0.006     -0.155      -0.097      -0.105
50526.00     -0.022     -0.124       0.004       0.010
50527.00     -0.053     -0.136       0.013       0.181
50528.00     -0.083     -0.132       0.033       0.094
50529.00     -0.099     -0.102       0.046       0.073
50530.00     -0.099     -0.087       0.112       0.003
50531.00     -0.095     -0.089       0.117       0.042
50532.00     -0.101     -0.090       0.058       0.059
50533.00     -0.116     -0.094       0.027      -0.024
50534.00     -0.125     -0.097       0.014      -0.134
50535.00     -0.126     -0.098       0.042      -0.143
50536.00     -0.116     -0.082       0.016      -0.232
50537.00     -0.097     -0.042       0.022      -0.244
50538.00     -0.087     -0.007      -0.014      -0.228
50539.00     -0.100     -0.022      -0.073      -0.160
50540.00     -0.118     -0.094      -0.115      -0.075
50541.00     -0.107     -0.191      -0.124       0.031
50542.00     -0.069     -0.247      -0.077       0.182
50543.00     -0.029     -0.246      -0.063       0.070
50544.00     -0.009     -0.211      -0.142      -0.075
50545.00     -0.012     -0.164      -0.169       0.055
50546.00     -0.043     -0.135      -0.229       0.066
50547.00     -0.103     -0.137      -0.214       0.063
50548.00     -0.166     -0.177      -0.239      -0.202
50549.00     -0.208     -0.241      -0.368      -0.471
50550.00     -0.222     -0.306      -0.480      -0.581
50551.00     -0.215     -0.347      -0.533      -0.436
50552.00     -0.200     -0.351      -0.440      -0.272
50553.00     -0.176     -0.325      -0.294      -0.109
50554.00     -0.137     -0.273      -0.250      -0.079
50555.00     -0.091     -0.167      -0.298       0.053
50556.00     -0.072     -0.051      -0.366       0.029
50557.00     -0.080      0.023      -0.263      -0.014
50558.00     -0.093      0.033      -0.173      -0.040
50559.00     -0.101     -0.010      -0.115      -0.017
50560.00     -0.106     -0.065       0.015      -0.024
50561.00     -0.103     -0.115       0.069       0.041
50562.00     -0.093     -0.149       0.115      -0.032
50563.00     -0.084     -0.165       0.137       0.021
50564.00     -0.087     -0.153       0.150       0.047
50565.00     -0.101     -0.116       0.185       0.007
50566.00     -0.119     -0.071       0.187      -0.091
50567.00     -0.148     -0.038       0.133      -0.110
50568.00     -0.195     -0.024      -0.013      -0.038
50569.00     -0.245     -0.036      -0.216      -0.026
50570.00     -0.250     -0.081      -0.422      -0.126
50571.00     -0.207     -0.128      -0.519      -0.281
50572.00     -0.153     -0.144      -0.423      -0.428
50573.00     -0.116     -0.134      -0.305      -0.343
50574.00     -0.112     -0.132      -0.114      -0.195
50575.00     -0.141     -0.156      -0.029      -0.197
50576.00     -0.174     -0.195       0.001      -0.288
50577.00     -0.197     -0.231      -0.085      -0.604
50578.00     -0.210     -0.250      -0.217      -0.860
50579.00     -0.223     -0.246      -0.237      -0.845
50580.00     -0.240     -0.218      -0.210      -0.612
50581.00     -0.249     -0.185      -0.167      -0.404
50582.00     -0.240     -0.164      -0.186      -0.218
50583.00     -0.219     -0.154      -0.271      -0.049
50584.00     -0.203     -0.131      -0.313       0.067
50585.00     -0.194     -0.097      -0.367       0.172
50586.00     -0.181     -0.076      -0.270       0.257
50587.00     -0.166     -0.076      -0.226       0.101
50588.00     -0.155     -0.077      -0.194       0.037
50589.00     -0.150     -0.069      -0.158      -0.041
50590.00     -0.145     -0.065      -0.209      -0.161
50591.00     -0.140     -0.067      -0.261      -0.061
50592.00     -0.145     -0.067      -0.354       0.116
50593.00     -0.164     -0.070      -0.355       0.139
50594.00     -0.189     -0.100      -0.250       0.002
50595.00     -0.209     -0.168      -0.171      -0.080
50596.00     -0.221     -0.257      -0.127       0.003
50597.00     -0.225     -0.364      -0.241       0.045
50598.00     -0.221     -0.488      -0.342       0.158
50599.00     -0.208     -0.598      -0.471       0.008
50600.00     -0.193     -0.639      -0.493      -0.021
50601.00     -0.184     -0.580      -0.333      -0.015
50602.00     -0.181     -0.431      -0.133       0.140
50603.00     -0.172     -0.227      -0.020       0.127
50604.00     -0.140     -0.073       0.032       0.212
50605.00     -0.090      0.020      -0.010       0.071
50606.00     -0.042      0.076      -0.010      -0.098
50607.00     -0.012      0.100      -0.026      -0.185
50608.00      0.003      0.108       0.063      -0.068
50609.00      0.012      0.109       0.104       0.078
50610.00      0.013      0.109       0.102       0.274
50611.00     -0.000      0.117       0.028       0.300
50612.00     -0.025      0.146      -0.157       0.489
50613.00     -0.050      0.189      -0.248       0.566
50614.00     -0.070      0.213      -0.303       0.702
50615.00     -0.089      0.184      -0.227       0.644
50616.00     -0.101      0.101      -0.083       0.394
50617.00     -0.098     -0.016       0.031       0.160
50618.00     -0.078     -0.097       0.073       0.096
50619.00     -0.051     -0.126       0.081       0.147
50620.00     -0.022     -0.111       0.090       0.366
50621.00      0.001     -0.067       0.109       0.526
50622.00      0.016     -0.026       0.152       0.332
50623.00      0.021     -0.008       0.208       0.122
50624.00      0.022     -0.002       0.196       0.126
50625.00      0.020      0.001       0.124       0.241
50626.00      0.011     -0.012      -0.090       0.377
50627.00     -0.007     -0.053      -0.327       0.491
50628.00     -0.030     -0.107      -0.516       0.335
50629.00     -0.056     -0.154      -0.449       0.259
50630.00     -0.087     -0.193      -0.229       0.222
50631.00     -0.121     -0.232      -0.020       0.024
50632.00     -0.142     -0.259       0.112       0.022
50633.00     -0.146     -0.258       0.125      -0.021
50634.00     -0.148     -0.229       0.093      -0.115
50635.00     -0.166     -0.190       0.044       0.253
50636.00     -0.196     -0.147       0.003       0.211
50637.00     -0.229     -0.107      -0.061       0.190
50638.00     -0.275     -0.092      -0.159       0.114
50639.00     -0.337     -0.116      -0.258      -0.021
50640.00     -0.348     -0.113      -0.458      -0.143
50641.00     -0.286     -0.055      -0.663      -0.179
50642.00     -0.193      0.012      -0.716      -0.260
50643.00     -0.117      0.019      -0.610      -0.327
50644.00     -0.085     -0.072      -0.334      -0.414
50645.00     -0.103     -0.236      -0.066      -0.578
50646.00     -0.128     -0.356       0.020      -0.671
50647.00     -0.155     -0.402       0.035      -0.550
50648.00     -0.184     -0.392       0.022      -0.249
50649.00     -0.203     -0.337       0.068       0.099
50650.00     -0.196     -0.257       0.073       0.305
50651.00     -0.157     -0.163       0.070       0.136
50652.00     -0.085     -0.049       0.070       0.037
50653.00      0.015      0.085      -0.024       0.050
50654.00      0.072      0.163      -0.067       0.103
50655.00      0.059      0.162      -0.233       0.167
50656.00     -0.005      0.104      -0.395      -0.006
50657.00     -0.093      0.012      -0.474      -0.095
50658.00     -0.183     -0.095      -0.391      -0.197
50659.00     -0.264     -0.194      -0.189      -0.221
50660.00     -0.316     -0.258       0.044      -0.257
50661.00     -0.328     -0.280       0.234      -0.191
50662.00     -0.303     -0.274       0.301       0.044
50663.00     -0.264     -0.246       0.259       0.079
50664.00     -0.216     -0.198       0.165      -0.006
50665.00     -0.159     -0.146       0.059       0.088
50666.00     -0.105     -0.127       0.026      -0.000
50667.00     -0.088     -0.146      -0.073      -0.022
50668.00     -0.104     -0.177      -0.245       0.043
50669.00     -0.128     -0.182      -0.414       0.088
50670.00     -0.156     -0.157      -0.540       0.074
50671.00     -0.193     -0.142      -0.451       0.204
50672.00     -0.224     -0.157      -0.191       0.155
50673.00     -0.232     -0.193       0.039       0.091
50674.00     -0.225     -0.248       0.107      -0.024
50675.00     -0.226     -0.317      -0.032      -0.025
50676.00     -0.247     -0.381      -0.097       0.079
50677.00     -0.286     -0.419      -0.075       0.249
50678.00     -0.331     -0.424      -0.101       0.265
50679.00     -0.372     -0.377      -0.186       0.010
50680.00     -0.415     -0.244      -0.274      -0.242
50681.00     -0.471     -0.019      -0.317      -0.293
50682.00     -0.508      0.165      -0.291      -0.330
50683.00     -0.510      0.257      -0.170      -0.412
50684.00     -0.485      0.286      -0.066      -0.333
50685.00     -0.436      0.239      -0.072      -0.283
50686.00     -0.356      0.084      -0.017      -0.023
50687.00     -0.253     -0.160       0.119       0.090
50688.00     -0.162     -0.363       0.440       0.186
50689.00     -0.092     -0.476       0.689       0.109
50690.00     -0.038     -0.523       0.862       0.092
50691.00     -0.009     -0.515       0.851       0.179
50692.00     -0.014     -0.453       0.766      -0.076
50693.00     -0.048     -0.358       0.625      -0.284
50694.00     -0.106     -0.264       0.392      -0.363
50695.00     -0.194     -0.207       0.212      -0.315
50696.00     -0.269     -0.177      -0.104      -0.028
50697.00     -0.303     -0.140      -0.415       0.041
50698.00     -0.300     -0.086      -0.681       0.228
50699.00     -0.277     -0.037      -0.705       0.275
50700.00     -0.243     -0.016      -0.525       0.105
50701.00     -0.205     -0.023      -0.241       0.069
50702.00     -0.177     -0.055      -0.066      -0.058
50703.00     -0.166     -0.100       0.036      -0.181
50704.00     -0.168     -0.130       0.124      -0.083
50705.00     -0.179     -0.128       0.262      -0.010
50706.00     -0.197     -0.103       0.355       0.180
50707.00     -0.210     -0.061       0.328       0.154
50708.00     -0.208      0.010       0.167       0.048
50709.00     -0.203      0.080      -0.030       0.108
50710.00     -0.200      0.125      -0.092      -0.012
50711.00     -0.195      0.160      -0.001      -0.285
50712.00     -0.189      0.215       0.114      -0.510
50713.00     -0.186      0.275       0.130      -0.624
50714.00     -0.169      0.283       0.055      -0.237
50715.00     -0.128      0.219       0.067       0.184
50716.00     -0.075      0.108       0.212       0.312
50717.00     -0.022     -0.018       0.430       0.432
50718.00      0.031     -0.153       0.559       0.436
50719.00      0.082     -0.289       0.539       0.364
50720.00      0.118     -0.401       0.437       0.200
50721.00      0.134     -0.470       0.307      -0.016
50722.00      0.136     -0.478       0.223      -0.254
50723.00      0.119     -0.408       0.029      -0.214
50724.00      0.076     -0.272      -0.147      -0.132
50725.00      0.019     -0.100      -0.275      -0.032
50726.00     -0.031      0.073      -0.380      -0.083
50727.00     -0.064      0.208      -0.372       0.038
50728.00     -0.072      0.274      -0.254       0.072
50729.00     -0.050      0.256      -0.022       0.199
50730.00     -0.025      0.216       0.124       0.275
50731.00     -0.015      0.188       0.229       0.408
50732.00     -0.014      0.185       0.226       0.641
50733.00     -0.017      0.210       0.255       0.652
50734.00     -0.032      0.233       0.162       0.575
50735.00     -0.065      0.233       0.027       0.451
50736.00     -0.109      0.209      -0.145       0.241
50737.00     -0.149      0.174      -0.423       0.298
50738.00     -0.178      0.127      -0.538       0.134
50739.00     -0.191      0.075      -0.554      -0.136
50740.00     -0.190      0.047      -0.408      -0.401
50741.00     -0.173      0.051      -0.282      -0.652
50742.00     -0.128      0.063      -0.228      -0.356
50743.00     -0.052      0.070      -0.134       0.198
50744.00      0.022      0.054       0.046       0.613
50745.00      0.071      0.025       0.295       0.762
50746.00      0.102     -0.016       0.442       0.713
50747.00      0.119     -0.061       0.461       0.686
50748.00      0.110     -0.090       0.329       0.534
50749.00      0.067     -0.083       0.243       0.364
50750.00     -0.006     -0.024       0.065       0.104
50751.00     -0.106      0.081      -0.149      -0.092
50752.00     -0.208      0.127      -0.310      -0.288
50753.00     -0.269      0.140      -0.375      -0.293
50754.00     -0.275      0.143      -0.454      -0.440
50755.00     -0.241      0.134      -0.415      -0.363
50756.00     -0.190      0.123      -0.345      -0.196
50757.00     -0.136      0.103      -0.193      -0.068
50758.00     -0.086      0.057       0.002       0.112
50759.00     -0.049     -0.009       0.215       0.254
50760.00     -0.028     -0.064       0.282       0.354
50761.00     -0.019     -0.092       0.263       0.370
50762.00     -0.014     -0.100       0.179       0.278
50763.00     -0.012     -0.083       0.153      -0.024
50764.00     -0.013     -0.008       0.090      -0.045
50765.00     -0.011      0.138      -0.017       0.095
50766.00     -0.012      0.223      -0.063       0.226
50767.00     -0.015      0.197      -0.109       0.189
50768.00     -0.010      0.121      -0.072      -0.072
50769.00      0.015      0.049      -0.031      -0.247
50770.00      0.074      0.025       0.065      -0.204
50771.00      0.175      0.054       0.134       0.054
50772.00      0.307      0.028       0.234       0.418
50773.00      0.409     -0.044       0.369       0.697
50774.00      0.422     -0.098       0.466       0.673
50775.00      0.364     -0.124       0.400       0.562
50776.00      0.265     -0.118       0.320       0.369
50777.00      0.158     -0.087       0.197       0.200
50778.00      0.076     -0.053       0.048       0.002
50779.00      0.030     -0.039      -0.101      -0.438
50780.00      0.015     -0.037      -0.230      -0.650
50781.00      0.031     -0.039      -0.291      -0.725
50782.00      0.072     -0.045      -0.247      -0.715
50783.00      0.115     -0.036      -0.194      -0.398
50784.00      0.126      0.021      -0.121      -0.124
50785.00      0.086      0.127       0.008       0.095
50786.00     -0.000      0.264       0.211       0.175
50787.00     -0.107      0.403       0.418       0.214
