#
#  Stripped version of finals.all.orig file
#
#
#          Bull A     Bull A      Bull A      Bull B      Bull B      Bull B
#  MJD     PM-x       PM-y        UT1-UTC     PM-x        PM-y        UT1-UTC
#
45451.00   0.043172   0.560348  -0.1085773    0.038000    0.563000   -0.1074000
45452.00   0.047021   0.560116  -0.1113600    0.043000    0.564000   -0.1102000
45453.00   0.050854   0.559830  -0.1139153    0.047000    0.564000   -0.1128000
45454.00   0.054675   0.559493  -0.1162496    0.051000    0.564000   -0.1153000
45455.00   0.058491   0.559106  -0.1184020    0.055000    0.564000   -0.1175000
45456.00   0.062309   0.558672  -0.1204319    0.059000    0.564000   -0.1197000
45457.00   0.066136   0.558194  -0.1224077    0.064000    0.564000   -0.1219000
45458.00   0.069979   0.557674  -0.1243973    0.068000    0.564000   -0.1240000
45459.00   0.073844   0.557115  -0.1264606    0.072000    0.564000   -0.1262000
45460.00   0.077738   0.556519  -0.1286443    0.076000    0.563000   -0.1285000
45461.00   0.081669   0.555888  -0.1309783    0.080000    0.563000   -0.1310000
45462.00   0.085642   0.555220  -0.1334714    0.085000    0.562000   -0.1336000
45463.00   0.089658   0.554509  -0.1361100    0.089000    0.562000   -0.1363000
45464.00   0.093715   0.553751  -0.1388562    0.093000    0.561000   -0.1392000
45465.00   0.097812   0.552942  -0.1416479    0.097000    0.560000   -0.1421000
45466.00   0.101946   0.552078  -0.1444055    0.101000    0.559000   -0.1450000
45467.00   0.106112   0.551155  -0.1470507    0.105000    0.559000   -0.1478000
45468.00   0.110302   0.550170  -0.1495316    0.109000    0.558000   -0.1504000
45469.00   0.114509   0.549120  -0.1518442    0.113000    0.557000   -0.1528000
45470.00   0.118726   0.547998  -0.1540358    0.117000    0.556000   -0.1551000
45471.00   0.122945   0.546802  -0.1561922    0.121000    0.555000   -0.1573000
45472.00   0.127159   0.545527  -0.1584097    0.125000    0.554000   -0.1597000
45473.00   0.131360   0.544168  -0.1607653    0.129000    0.553000   -0.1621000
45474.00   0.135539   0.542719  -0.1632953    0.133000    0.552000   -0.1647000
45475.00   0.139689   0.541175  -0.1659860    0.137000    0.551000   -0.1675000
45476.00   0.143801   0.539534  -0.1687803    0.141000    0.549000   -0.1704000
45477.00   0.147867   0.537793  -0.1715926    0.144000    0.548000   -0.1733000
45478.00   0.151878   0.535950  -0.1743313    0.148000    0.546000   -0.1760000
45479.00   0.155826   0.534004  -0.1769185    0.152000    0.545000   -0.1787000
45480.00   0.159706   0.531958  -0.1793060    0.156000    0.543000   -0.1811000
45481.00   0.163513   0.529815  -0.1814826    0.159000    0.541000   -0.1833000
45482.00   0.167243   0.527577  -0.1834712    0.163000    0.540000   -0.1852000
45483.00   0.170895   0.525249  -0.1853193    0.166000    0.538000   -0.1871000
45484.00   0.174469   0.522836  -0.1870888    0.170000    0.536000   -0.1889000
45485.00   0.177966   0.520342  -0.1888461    0.174000    0.534000   -0.1906000
45486.00   0.181388   0.517771  -0.1906526    0.177000    0.532000   -0.1924000
45487.00   0.184737   0.515127  -0.1925570    0.181000    0.529000   -0.1942000
45488.00   0.188016   0.512417  -0.1945898    0.184000    0.527000   -0.1962000
45489.00   0.191228   0.509648  -0.1967628    0.188000    0.525000   -0.1984000
45490.00   0.194379   0.506829  -0.1990697    0.191000    0.522000   -0.2007000
45491.00   0.197476   0.503969  -0.2014855    0.195000    0.520000   -0.2032000
45492.00   0.200525   0.501077  -0.2039651    0.198000    0.517000   -0.2058000
45493.00   0.203534   0.498163  -0.2064431    0.202000    0.515000   -0.2083000
45494.00   0.206511   0.495238  -0.2088431    0.205000    0.512000   -0.2107000
45495.00   0.209463   0.492312  -0.2110986    0.208000    0.509000   -0.2129000
45496.00   0.212398   0.489397  -0.2131805    0.212000    0.506000   -0.2150000
45497.00   0.215316   0.486502  -0.2151148    0.215000    0.503000   -0.2169000
45498.00   0.218216   0.483639  -0.2169799    0.219000    0.500000   -0.2188000
45499.00   0.221098   0.480815  -0.2188808    0.222000    0.497000   -0.2206000
45500.00   0.223959   0.478037  -0.2209105    0.225000    0.494000   -0.2226000
45501.00   0.226807   0.475297  -0.2231172    0.228000    0.490000   -0.2247000
45502.00   0.229649   0.472583  -0.2254904    0.232000    0.487000   -0.2270000
45503.00   0.232469   0.469865  -0.2279672    0.235000    0.483000   -0.2294000
45504.00   0.235245   0.467113  -0.2304555    0.238000    0.480000   -0.2318000
45505.00   0.237965   0.464296  -0.2328591    0.241000    0.476000   -0.2340000
45506.00   0.240656   0.461383  -0.2350984    0.244000    0.473000   -0.2361000
45507.00   0.243352   0.458346  -0.2371218    0.246000    0.469000   -0.2380000
45508.00   0.246079   0.455162  -0.2389102    0.249000    0.466000   -0.2397000
45509.00   0.248790   0.451851  -0.2404772    0.252000    0.462000   -0.2411000
45510.00   0.251403   0.448455  -0.2418619    0.255000    0.458000   -0.2424000
45511.00   0.253904   0.444994  -0.2431196    0.257000    0.455000   -0.2435000
45512.00   0.256323   0.441473  -0.2443137    0.260000    0.451000   -0.2446000
45513.00   0.258689   0.437896  -0.2455067    0.262000    0.448000   -0.2458000
45514.00   0.261034   0.434269  -0.2467514    0.265000    0.444000   -0.2470000
45515.00   0.263368   0.430601  -0.2480856    0.267000    0.440000   -0.2483000
45516.00   0.265685   0.426907   0.7504719    0.269000    0.436000    0.7503000
45517.00   0.267977   0.423195   0.7489233    0.272000    0.433000    0.7487000
45518.00   0.270239   0.419450   0.7472900    0.274000    0.429000    0.7470000
45519.00   0.272465   0.415657   0.7456089    0.276000    0.425000    0.7453000
45520.00   0.274650   0.411797   0.7439316    0.278000    0.421000    0.7436000
45521.00   0.276789   0.407855   0.7423215    0.280000    0.417000    0.7419000
45522.00   0.278877   0.403817   0.7408431    0.283000    0.413000    0.7403000
45523.00   0.280924   0.399698   0.7395374    0.285000    0.409000    0.7389000
45524.00   0.282943   0.395528   0.7383994    0.287000    0.405000    0.7376000
45525.00   0.284950   0.391334   0.7373669    0.289000    0.401000    0.7365000
45526.00   0.286959   0.387145   0.7363329    0.291000    0.397000    0.7353000
45527.00   0.288985   0.382991   0.7351809    0.294000    0.392000    0.7340000
45528.00   0.291042   0.378900   0.7338288    0.296000    0.388000    0.7325000
45529.00   0.293139   0.374884   0.7322570    0.298000    0.384000    0.7309000
45530.00   0.295275   0.370936   0.7305113    0.300000    0.380000    0.7290000
45531.00   0.297449   0.367044   0.7286812    0.302000    0.376000    0.7271000
45532.00   0.299642   0.363202   0.7268689    0.305000    0.371000    0.7253000
45533.00   0.301814   0.359408   0.7251607    0.307000    0.367000    0.7236000
45534.00   0.303922   0.355660   0.7236072    0.309000    0.363000    0.7221000
45535.00   0.305929   0.351954   0.7222224    0.311000    0.359000    0.7208000
45536.00   0.307817   0.348280   0.7209944    0.313000    0.354000    0.7197000
45537.00   0.309571   0.344626   0.7198906    0.315000    0.350000    0.7188000
45538.00   0.311184   0.340978   0.7188644    0.317000    0.345000    0.7179000
45539.00   0.312662   0.337319   0.7178588    0.319000    0.341000    0.7171000
45540.00   0.314018   0.333629   0.7168157    0.320000    0.337000    0.7163000
45541.00   0.315265   0.329890   0.7156832    0.322000    0.332000    0.7153000
45542.00   0.316426   0.326094   0.7144231    0.323000    0.328000    0.7143000
45543.00   0.317524   0.322234   0.7130171    0.325000    0.323000    0.7131000
45544.00   0.318573   0.318298   0.7114668    0.326000    0.319000    0.7117000
45545.00   0.319575   0.314267   0.7097910    0.327000    0.315000    0.7101000
45546.00   0.320531   0.310123   0.7080234    0.328000    0.311000    0.7085000
45547.00   0.321434   0.305872   0.7062103    0.328000    0.306000    0.7067000
45548.00   0.322273   0.301533   0.7044070    0.329000    0.302000    0.7050000
45549.00   0.323036   0.297129   0.7026705    0.330000    0.298000    0.7033000
45550.00   0.323703   0.292676   0.7010479    0.331000    0.294000    0.7017000
45551.00   0.324245   0.288185   0.6995577    0.331000    0.290000    0.7003000
45552.00   0.324630   0.283662   0.6981705    0.332000    0.285000    0.6989000
45553.00   0.324867   0.279123   0.6968051    0.332000    0.281000    0.6975000
45554.00   0.325008   0.274583   0.6953489    0.333000    0.277000    0.6960000
45555.00   0.325109   0.270061   0.6936998    0.333000    0.273000    0.6943000
45556.00   0.325220   0.265574   0.6918090    0.333000    0.269000    0.6923000
45557.00   0.325345   0.261129   0.6897026    0.333000    0.264000    0.6901000
45558.00   0.325442   0.256722   0.6874726    0.333000    0.260000    0.6878000
45559.00   0.325463   0.252350   0.6852440    0.333000    0.256000    0.6854000
45560.00   0.325347   0.248012   0.6831328    0.333000    0.252000    0.6832000
45561.00   0.325027   0.243710   0.6812146    0.332000    0.248000    0.6812000
45562.00   0.324439   0.239444   0.6795146    0.332000    0.243000    0.6794000
45563.00   0.323570   0.235203   0.6780156    0.331000    0.239000    0.6778000
45564.00   0.322552   0.230949   0.6766742    0.331000    0.235000    0.6764000
45565.00   0.321508   0.226648   0.6754331    0.330000    0.231000    0.6751000
45566.00   0.320461   0.222306   0.6742298    0.330000    0.227000    0.6739000
45567.00   0.319418   0.217934   0.6730031    0.329000    0.222000    0.6726000
45568.00   0.318373   0.213545   0.6716981    0.329000    0.218000    0.6713000
45569.00   0.317312   0.209152   0.6702728    0.328000    0.214000    0.6698000
45570.00   0.316217   0.204768   0.6687035    0.327000    0.210000    0.6682000
45571.00   0.315057   0.200403   0.6669878    0.326000    0.206000    0.6665000
45572.00   0.313769   0.196072   0.6651441    0.324000    0.201000    0.6646000
45573.00   0.312292   0.191785   0.6632099    0.323000    0.197000    0.6627000
45574.00   0.310611   0.187543   0.6612365    0.322000    0.193000    0.6608000
45575.00   0.308761   0.183334   0.6592822    0.320000    0.189000    0.6590000
45576.00   0.306780   0.179145   0.6574024    0.319000    0.185000    0.6572000
45577.00   0.304707   0.174963   0.6556410    0.317000    0.180000    0.6556000
45578.00   0.302568   0.170795   0.6540182    0.316000    0.176000    0.6541000
45579.00   0.300382   0.166667   0.6525168    0.314000    0.172000    0.6528000
45580.00   0.298158   0.162606   0.6510751    0.312000    0.168000    0.6514000
45581.00   0.295874   0.158623   0.6495919    0.310000    0.164000    0.6501000
45582.00   0.293495   0.154721   0.6479549    0.308000    0.159000    0.6486000
45583.00   0.290991   0.150908   0.6460815    0.306000    0.155000    0.6468000
45584.00   0.288340   0.147183   0.6439545    0.304000    0.151000    0.6448000
45585.00   0.285620   0.143517   0.6416305    0.302000    0.147000    0.6425000
45586.00   0.282932   0.139868   0.6392241    0.300000    0.143000    0.6402000
45587.00   0.280329   0.136199   0.6368703    0.297000    0.139000    0.6380000
45588.00   0.277835   0.132485   0.6346791    0.295000    0.135000    0.6359000
45589.00   0.275415   0.128738   0.6327116    0.293000    0.131000    0.6340000
45590.00   0.273024   0.124983   0.6309726    0.290000    0.127000    0.6323000
45591.00   0.270614   0.121243   0.6294242    0.288000    0.123000    0.6308000
45592.00   0.268140   0.117541   0.6280058    0.285000    0.120000    0.6295000
45593.00   0.265569   0.113896   0.6266502    0.283000    0.116000    0.6282000
45594.00   0.262872   0.110324   0.6252925    0.280000    0.112000    0.6268000
45595.00   0.260033   0.106829   0.6238741    0.277000    0.109000    0.6254000
45596.00   0.257047   0.103408   0.6223466    0.274000    0.105000    0.6238000
45597.00   0.253908   0.100056   0.6206790    0.271000    0.102000    0.6221000
45598.00   0.250619   0.096769   0.6188601    0.268000    0.098000    0.6202000
45599.00   0.247218   0.093546   0.6169004    0.265000    0.095000    0.6181000
45600.00   0.243752   0.090388   0.6148318    0.262000    0.092000    0.6159000
45601.00   0.240255   0.087290   0.6127044    0.259000    0.089000    0.6136000
45602.00   0.236747   0.084238   0.6105772    0.255000    0.086000    0.6112000
45603.00   0.233246   0.081217   0.6085069    0.252000    0.083000    0.6090000
45604.00   0.229770   0.078212   0.6065357    0.249000    0.080000    0.6069000
45605.00   0.226324   0.075212   0.6046808    0.245000    0.077000    0.6049000
45606.00   0.222887   0.072205   0.6029261    0.242000    0.074000    0.6031000
45607.00   0.219443   0.069196   0.6012183    0.238000    0.072000    0.6012000
45608.00   0.215995   0.066215   0.5994726    0.235000    0.069000    0.5995000
45609.00   0.212552   0.063299   0.5975868    0.231000    0.066000    0.5976000
45610.00   0.209116   0.060476   0.5954696    0.227000    0.064000    0.5955000
45611.00   0.205677   0.057756   0.5930760    0.223000    0.061000    0.5931000
45612.00   0.202226   0.055143   0.5904304    0.219000    0.059000    0.5905000
45613.00   0.198751   0.052641   0.5876271    0.215000    0.056000    0.5878000
45614.00   0.195241   0.050236   0.5848052    0.211000    0.054000    0.5851000
45615.00   0.191681   0.047915   0.5821044    0.207000    0.052000    0.5825000
45616.00   0.188069   0.045677   0.5796249    0.202000    0.050000    0.5800000
45617.00   0.184406   0.043530   0.5774064    0.198000    0.047000    0.5779000
45618.00   0.180694   0.041484   0.5754327    0.193000    0.045000    0.5760000
45619.00   0.176934   0.039547   0.5736494    0.189000    0.043000    0.5742000
45620.00   0.173127   0.037715   0.5719840    0.185000    0.041000    0.5726000
45621.00   0.169272   0.035973   0.5703624    0.180000    0.039000    0.5710000
45622.00   0.165367   0.034308   0.5687185    0.176000    0.038000    0.5693000
45623.00   0.161397   0.032717   0.5669967    0.171000    0.036000    0.5675000
45624.00   0.157343   0.031201   0.5651578    0.167000    0.034000    0.5656000
45625.00   0.153187   0.029760   0.5631825    0.163000    0.033000    0.5635000
45626.00   0.148934   0.028382   0.5610699    0.158000    0.031000    0.5612000
45627.00   0.144606   0.027048   0.5588385    0.154000    0.030000    0.5588000
45628.00   0.140224   0.025746   0.5565266    0.149000    0.028000    0.5563000
45629.00   0.135800   0.024495   0.5541889    0.145000    0.027000    0.5537000
45630.00   0.131340   0.023320   0.5518854    0.141000    0.026000    0.5513000
45631.00   0.126852   0.022244   0.5496675    0.136000    0.025000    0.5489000
45632.00   0.122332   0.021273   0.5475627    0.132000    0.024000    0.5467000
45633.00   0.117777   0.020411   0.5455610    0.127000    0.023000    0.5447000
45634.00   0.113183   0.019661   0.5436110    0.123000    0.022000    0.5427000
45635.00   0.108558   0.019010   0.5416323    0.118000    0.021000    0.5407000
45636.00   0.103917   0.018434   0.5395291    0.114000    0.020000    0.5386000
45637.00   0.099285   0.017915   0.5372094    0.109000    0.020000    0.5364000
45638.00   0.094682   0.017444   0.5346166    0.105000    0.019000    0.5339000
45639.00   0.090127   0.017010   0.5317491    0.100000    0.018000    0.5311000
45640.00   0.085635   0.016605   0.5286668    0.095000    0.018000    0.5282000
45641.00   0.081180   0.016226   0.5254822    0.091000    0.018000    0.5252000
45642.00   0.076707   0.015875   0.5223304    0.086000    0.017000    0.5222000
45643.00   0.072188   0.015555   0.5193312    0.082000    0.017000    0.5194000
45644.00   0.067650   0.015274   0.5165611    0.077000    0.017000    0.5167000
45645.00   0.063133   0.015041   0.5140408    0.073000    0.017000    0.5143000
45646.00   0.058673   0.014863   0.5117429    0.068000    0.017000    0.5121000
45647.00   0.054298   0.014750   0.5096069    0.064000    0.018000    0.5099000
45648.00   0.050016   0.014711   0.5075559    0.059000    0.018000    0.5079000
45649.00   0.045825   0.014760   0.5055162    0.055000    0.018000    0.5058000
45650.00   0.041690   0.014919   0.5034252    0.051000    0.018000    0.5037000
45651.00   0.037570   0.015212   0.5012379    0.046000    0.018000    0.5015000
45652.00   0.033436   0.015651   0.4989301    0.042000    0.019000    0.4991000
45653.00   0.029287   0.016216   0.4964974    0.037000    0.019000    0.4966000
45654.00   0.025129   0.016880   0.4939555    0.033000    0.019000    0.4940000
45655.00   0.020959   0.017618   0.4913389    0.029000    0.020000    0.4913000
45656.00   0.016746   0.018418   0.4887009    0.025000    0.020000    0.4887000
45657.00   0.012470   0.019266   0.4861057    0.020000    0.021000    0.4861000
45658.00   0.008132   0.020152   0.4836202    0.016000    0.021000    0.4836000
45659.00   0.003743   0.021065   0.4812962    0.012000    0.022000    0.4812000
45660.00  -0.000682   0.021994   0.4791497    0.008000    0.023000    0.4790000
45661.00  -0.005128   0.022932   0.4771491    0.004000    0.024000    0.4770000
45662.00  -0.009563   0.023887   0.4752188   -0.001000    0.024000    0.4749000
45663.00  -0.013953   0.024877   0.4732586   -0.005000    0.025000    0.4729000
45664.00  -0.018277   0.025911   0.4711735   -0.009000    0.026000    0.4707000
45665.00  -0.022529   0.026991   0.4689010   -0.013000    0.027000    0.4684000
45666.00  -0.026704   0.028118   0.4664286   -0.017000    0.028000    0.4659000
45667.00  -0.030799   0.029291   0.4637977   -0.021000    0.030000    0.4633000
45668.00  -0.034830   0.030504   0.4610947   -0.025000    0.031000    0.4606000
45669.00  -0.038822   0.031742   0.4584273   -0.029000    0.032000    0.4579000
45670.00  -0.042803   0.032994   0.4558981   -0.033000    0.033000    0.4554000
45671.00  -0.046774   0.034259   0.4535817   -0.036000    0.035000    0.4531000
45672.00  -0.050719   0.035547   0.4515093   -0.040000    0.036000    0.4511000
45673.00  -0.054619   0.036867   0.4496656   -0.043000    0.038000    0.4493000
45674.00  -0.058443   0.038228   0.4479977   -0.047000    0.039000    0.4476000
45675.00  -0.062153   0.039638   0.4464330   -0.050000    0.041000    0.4461000
45676.00  -0.065717   0.041105   0.4448954   -0.054000    0.042000    0.4446000
45677.00  -0.069128   0.042651   0.4433152   -0.057000    0.044000    0.4431000
45678.00  -0.072386   0.044297   0.4416385   -0.061000    0.045000    0.4414000
45679.00  -0.075499   0.046056   0.4398322   -0.064000    0.047000    0.4395000
45680.00  -0.078500   0.047907   0.4378858   -0.067000    0.049000    0.4375000
45681.00  -0.081426   0.049824   0.4358100   -0.070000    0.051000    0.4354000
45682.00  -0.084310   0.051784   0.4336338   -0.074000    0.052000    0.4331000
45683.00  -0.087163   0.053773   0.4313994   -0.077000    0.054000    0.4307000
45684.00  -0.089984   0.055779   0.4291600   -0.080000    0.056000    0.4284000
45685.00  -0.092784   0.057796   0.4269767   -0.083000    0.058000    0.4261000
45686.00  -0.095588   0.059831   0.4249091   -0.086000    0.060000    0.4240000
45687.00  -0.098428   0.061893   0.4229931   -0.089000    0.062000    0.4219000
45688.00  -0.101331   0.063991   0.4212216   -0.092000    0.064000    0.4201000
45689.00  -0.104285   0.066120   0.4195351   -0.095000    0.066000    0.4183000
45690.00  -0.107234   0.068258   0.4178346   -0.098000    0.068000    0.4165000
45691.00  -0.110135   0.070392   0.4160138   -0.101000    0.070000    0.4147000
45692.00  -0.112977   0.072525   0.4139933   -0.103000    0.072000    0.4125000
45693.00  -0.115751   0.074659   0.4117490   -0.106000    0.074000    0.4102000
45694.00  -0.118457   0.076816   0.4093198   -0.109000    0.076000    0.4078000
45695.00  -0.121102   0.079021   0.4067917   -0.112000    0.078000    0.4053000
45696.00  -0.123689   0.081302   0.4042707   -0.114000    0.080000    0.4029000
45697.00  -0.126226   0.083687   0.4018558   -0.117000    0.083000    0.4005000
45698.00  -0.128720   0.086194   0.3996181   -0.119000    0.085000    0.3984000
45699.00  -0.131198   0.088822   0.3975912   -0.122000    0.087000    0.3966000
45700.00  -0.133693   0.091556   0.3957700   -0.125000    0.089000    0.3950000
45701.00  -0.136248   0.094364   0.3941189   -0.127000    0.092000    0.3937000
45702.00  -0.138908   0.097214   0.3925820   -0.130000    0.091000    0.3928000
45703.00  -0.141713   0.100076   0.3910960   -0.132000    0.094000    0.3908000
45704.00  -0.144634   0.102933   0.3896011   -0.135000    0.099000    0.3900000
45705.00  -0.147567   0.105787   0.3880487   -0.137000    0.102000    0.3886000
45706.00  -0.150445   0.108641   0.3864062   -0.140000    0.104000    0.3871000
45707.00  -0.153237   0.111497   0.3846611   -0.142000    0.107000    0.3854000
45708.00  -0.155921   0.114358   0.3828226   -0.145000    0.110000    0.3836000
45709.00  -0.158475   0.117229   0.3809185   -0.147000    0.113000    0.3816000
45710.00  -0.160879   0.120116   0.3789884   -0.150000    0.116000    0.3797000
45711.00  -0.163135   0.123034   0.3770820   -0.152000    0.119000    0.3777000
45712.00  -0.165270   0.125996   0.3752552   -0.154000    0.122000    0.3757000
45713.00  -0.167340   0.128998   0.3735584   -0.157000    0.125000    0.3739000
45714.00  -0.169412   0.132027   0.3720280   -0.159000    0.128000    0.3722000
45715.00  -0.171529   0.135077   0.3706685   -0.161000    0.131000    0.3707000
45716.00  -0.173696   0.138154   0.3694355   -0.164000    0.134000    0.3693000
45717.00  -0.175913   0.141261   0.3682349   -0.166000    0.138000    0.3679000
45718.00  -0.178181   0.144398   0.3669465   -0.168000    0.141000    0.3664000
45719.00  -0.180499   0.147546   0.3654672   -0.171000    0.144000    0.3648000
45720.00  -0.182868   0.150678   0.3637489   -0.173000    0.147000    0.3629000
45721.00  -0.185285   0.153776   0.3618180   -0.175000    0.150000    0.3609000
45722.00  -0.187747   0.156841   0.3597665   -0.177000    0.153000    0.3589000
45723.00  -0.190250   0.159874   0.3577188   -0.180000    0.157000    0.3567000
45724.00  -0.192791   0.162876   0.3557903   -0.182000    0.160000    0.3548000
45725.00  -0.195341   0.165856   0.3540603   -0.184000    0.163000    0.3530000
45726.00  -0.197857   0.168829   0.3525635   -0.186000    0.166000    0.3515000
45727.00  -0.200310   0.171811   0.3512901   -0.189000    0.169000    0.3501000
45728.00  -0.202689   0.174810   0.3501969   -0.191000    0.173000    0.3490000
45729.00  -0.204988   0.177835   0.3492225   -0.193000    0.176000    0.3481000
45730.00  -0.207201   0.180895   0.3482974   -0.195000    0.179000    0.3472000
45731.00  -0.209302   0.184010   0.3473493   -0.197000    0.183000    0.3464000
45732.00  -0.211263   0.187209   0.3463147   -0.200000    0.186000    0.3457000
45733.00  -0.213058   0.190510   0.3451465   -0.202000    0.189000    0.3446000
45734.00  -0.214671   0.193897   0.3438190   -0.204000    0.193000    0.3434000
45735.00  -0.216102   0.197345   0.3423294   -0.206000    0.196000    0.3420000
45736.00  -0.217398   0.200842   0.3407013   -0.208000    0.200000    0.3404000
45737.00  -0.218614   0.204396   0.3389802   -0.210000    0.203000    0.3387000
45738.00  -0.219801   0.208015   0.3372199   -0.212000    0.207000    0.3370000
45739.00  -0.221010   0.211703   0.3354758   -0.214000    0.210000    0.3354000
45740.00  -0.222283   0.215418   0.3338026   -0.216000    0.214000    0.3337000
45741.00  -0.223623   0.219088   0.3322386   -0.217000    0.217000    0.3322000
45742.00  -0.225009   0.222662   0.3307985   -0.219000    0.221000    0.3307000
45743.00  -0.226395   0.226137   0.3294628   -0.221000    0.225000    0.3294000
45744.00  -0.227735   0.229512   0.3281652   -0.223000    0.228000    0.3281000
45745.00  -0.228996   0.232798   0.3267982   -0.224000    0.232000    0.3268000
45746.00  -0.230184   0.236043   0.3252405   -0.226000    0.236000    0.3252000
45747.00  -0.231313   0.239301   0.3234042   -0.227000    0.239000    0.3234000
45748.00  -0.232399   0.242625   0.3212741   -0.229000    0.243000    0.3213000
45749.00  -0.233470   0.246041   0.3189226   -0.230000    0.247000    0.3190000
45750.00  -0.234563   0.249561   0.3164862   -0.231000    0.250000    0.3167000
45751.00  -0.235703   0.253172   0.3141195   -0.233000    0.254000    0.3144000
45752.00  -0.236884   0.256861   0.3119521   -0.234000    0.258000    0.3123000
45753.00  -0.238091   0.260612   0.3100573   -0.235000    0.261000    0.3105000
45754.00  -0.239304   0.264417   0.3084469   -0.236000    0.265000    0.3089000
45755.00  -0.240498   0.268293   0.3070853   -0.237000    0.269000    0.3075000
45756.00  -0.241649   0.272247   0.3058959   -0.238000    0.273000    0.3063000
45757.00  -0.242735   0.276271   0.3047850   -0.238000    0.277000    0.3051000
45758.00  -0.243735   0.280348   0.3036583   -0.239000    0.280000    0.3039000
45759.00  -0.244627   0.284464   0.3024328   -0.240000    0.284000    0.3026000
45760.00  -0.245397   0.288604   0.3010452   -0.241000    0.288000    0.3011000
45761.00  -0.246066   0.292756   0.2994704   -0.241000    0.292000    0.2996000
45762.00  -0.246663   0.296911   0.2977127   -0.241000    0.296000    0.2978000
45763.00  -0.247186   0.301065   0.2957984   -0.242000    0.300000    0.2959000
45764.00  -0.247564   0.305215   0.2937702   -0.242000    0.304000    0.2939000
45765.00  -0.247740   0.309367   0.2916832   -0.242000    0.308000    0.2919000
45766.00  -0.247738   0.313525   0.2895946   -0.242000    0.312000    0.2899000
45767.00  -0.247545   0.317689   0.2875612   -0.242000    0.316000    0.2880000
45768.00  -0.247117   0.321851   0.2856316   -0.241000    0.320000    0.2861000
45769.00  -0.246412   0.326007   0.2838347   -0.241000    0.324000    0.2844000
45770.00  -0.245453   0.330153   0.2821681   -0.240000    0.328000    0.2827000
45771.00  -0.244301   0.334287   0.2805828   -0.240000    0.332000    0.2811000
45772.00  -0.243017   0.338411   0.2789864   -0.239000    0.336000    0.2795000
45773.00  -0.241646   0.342540   0.2772601   -0.239000    0.340000    0.2777000
45774.00  -0.240224   0.346696   0.2752929   -0.238000    0.344000    0.2757000
45775.00  -0.238804   0.350899   0.2730242   -0.237000    0.347000    0.2733000
45776.00  -0.237426   0.355140   0.2704742   -0.236000    0.351000    0.2706000
45777.00  -0.236099   0.359395   0.2677449   -0.235000    0.355000    0.2677000
45778.00  -0.234833   0.363640   0.2649881   -0.234000    0.359000    0.2649000
45779.00  -0.233638   0.367852   0.2623533   -0.233000    0.363000    0.2621000
45780.00  -0.232516   0.372008   0.2599421   -0.231000    0.367000    0.2596000
45781.00  -0.231434   0.376092   0.2577934   -0.230000    0.371000    0.2574000
45782.00  -0.230332   0.380098   0.2558878   -0.228000    0.375000    0.2554000
45783.00  -0.229142   0.384027   0.2541670   -0.227000    0.379000    0.2536000
45784.00  -0.227828   0.387876   0.2525587   -0.225000    0.383000    0.2520000
45785.00  -0.226424   0.391632   0.2509899   -0.223000    0.387000    0.2503000
45786.00  -0.224943   0.395303   0.2493888   -0.221000    0.390000    0.2487000
45787.00  -0.223387   0.398901   0.2476965   -0.219000    0.394000    0.2469000
45788.00  -0.221753   0.402445   0.2458792   -0.218000    0.398000    0.2450000
45789.00  -0.220027   0.405961   0.2439299   -0.216000    0.402000    0.2430000
45790.00  -0.218203   0.409467   0.2418646   -0.213000    0.406000    0.2409000
45791.00  -0.216277   0.412970   0.2397213   -0.211000    0.410000    0.2386000
45792.00  -0.214248   0.416473   0.2375544   -0.209000    0.414000    0.2363000
45793.00  -0.212116   0.419980   0.2354255   -0.206000    0.417000    0.2341000
45794.00  -0.209885   0.423499   0.2333936   -0.204000    0.421000    0.2320000
45795.00  -0.207558   0.427047   0.2315025   -0.202000    0.425000    0.2301000
45796.00  -0.205116   0.430657   0.2297717   -0.199000    0.428000    0.2283000
45797.00  -0.202564   0.434329   0.2281875   -0.197000    0.432000    0.2268000
45798.00  -0.199927   0.438042   0.2267002   -0.195000    0.436000    0.2252000
45799.00  -0.197234   0.441776   0.2252257   -0.192000    0.439000    0.2238000
45800.00  -0.194512   0.445521   0.2236558   -0.190000    0.443000    0.2222000
45801.00  -0.191747   0.449274   0.2218794   -0.187000    0.446000    0.2204000
45802.00  -0.188910   0.453024   0.2198122   -0.185000    0.450000    0.2184000
45803.00  -0.186018   0.456733   0.2174328   -0.182000    0.453000    0.2161000
45804.00  -0.183103   0.460348   0.2148017   -0.179000    0.457000    0.2136000
45805.00  -0.180195   0.463824   0.2120503   -0.177000    0.460000    0.2109000
45806.00  -0.177307   0.467156   0.2093423   -0.174000    0.463000    0.2084000
45807.00  -0.174447   0.470354   0.2068199   -0.171000    0.466000    0.2061000
45808.00  -0.171620   0.473431   0.2045618   -0.168000    0.469000    0.2039000
45809.00  -0.168823   0.476398   0.2025697   -0.165000    0.473000    0.2020000
45810.00  -0.166061   0.479278   0.2007854   -0.162000    0.475000    0.2003000
45811.00  -0.163372   0.482112   0.1991292   -0.159000    0.479000    0.1987000
45812.00  -0.160723   0.484922   0.1975172   -0.156000    0.481000    0.1970000
45813.00  -0.158061   0.487723   0.1958781   -0.153000    0.484000    0.1953000
